project_id,category,required_skills,complexity,duration_weeks,budget,required_experience_years,preferred_hourly_rate_range,project_description,status
PJ0509,programming,"PHP, JavaScript, Vue.js",High,3,3250.0,5,$15-$68,"Project requiring expertise in PHP, JavaScript, Vue.js",In Progress
PJ0510,design,"Adobe XD, UI Design, Figma, Photoshop",Low,6,8400.0,6,$26-$64,"Project requiring expertise in Adobe XD, UI Design, Figma, Photoshop",Completed
PJ0511,programming,"Ruby, Vue.js",Medium,11,9900.0,3,$22-$66,"Project requiring expertise in Ruby, Vue.js",Open
PJ0512,writing,"Copywriting, Content Writing, SEO Writing",Medium,9,6150.0,6,$26-$36,"Project requiring expertise in Copywriting, Content Writing, SEO Writing",In Progress
PJ0513,design,"Logo Design, UI Design, Figma, Adobe XD",Low,5,7400.0,8,$27-$57,"Project requiring expertise in Logo Design, UI Design, Figma, Adobe XD",Open
PJ0514,marketing,"Analytics, SEO, PPC, Social Media Marketing",Low,8,4000.0,7,$16-$82,"Project requiring expertise in Analytics, SEO, PPC, Social Media Marketing",Completed
PJ0515,design,"Figma, Adobe XD, Graphic Design, Photoshop, UI Design",High,1,18500.0,1,$19-$58,"Project requiring expertise in Figma, Adobe XD, Graphic Design, Photoshop, UI Design",Open
PJ0516,programming,"Node.js, JavaScript, Ruby, C++",High,12,19250.0,1,$28-$98,"Project requiring expertise in Node.js, JavaScript, Ruby, C++",Open
PJ0517,marketing,"PPC, Content Marketing",Medium,3,7050.0,8,$19-$44,"Project requiring expertise in PPC, Content Marketing",In Progress
PJ0518,programming,"C++, PHP, Ruby",High,4,24750.0,6,$25-$87,"Project requiring expertise in C++, PHP, Ruby",Completed
PJ0519,design,"Illustrator, Logo Design, Adobe XD, Figma, UX Design",Low,8,4900.0,2,$28-$70,"Project requiring expertise in Illustrator, Logo Design, Adobe XD, Figma, UX Design",Open
PJ0520,design,"Figma, Graphic Design",High,9,22250.0,3,$21-$38,"Project requiring expertise in Figma, Graphic Design",Open
PJ0521,marketing,"Analytics, PPC, Digital Marketing",Low,12,2400.0,7,$30-$86,"Project requiring expertise in Analytics, PPC, Digital Marketing",Open
PJ0522,programming,"Swift, React, Django",Low,8,1800.0,6,$26-$79,"Project requiring expertise in Swift, React, Django",Completed
PJ0523,writing,"Creative Writing, Content Writing, Technical Writing, Copywriting",Low,1,8100.0,5,$19-$65,"Project requiring expertise in Creative Writing, Content Writing, Technical Writing, Copywriting",Open
PJ0524,design,"UI Design, Figma, Logo Design",High,2,3750.0,2,$15-$48,"Project requiring expertise in UI Design, Figma, Logo Design",In Progress
PJ0525,design,"Logo Design, UI Design, Photoshop, Graphic Design, Figma",Low,12,2600.0,7,$29-$64,"Project requiring expertise in Logo Design, UI Design, Photoshop, Graphic Design, Figma",In Progress
PJ0526,marketing,"Social Media Marketing, Content Marketing, PPC",Medium,9,15000.0,5,$18-$44,"Project requiring expertise in Social Media Marketing, Content Marketing, PPC",In Progress
PJ0527,marketing,"Digital Marketing, Email Marketing",Low,2,8000.0,4,$25-$56,"Project requiring expertise in Digital Marketing, Email Marketing",Open
PJ0528,programming,"Node.js, React, Swift, Python",Low,2,6300.0,4,$15-$94,"Project requiring expertise in Node.js, React, Swift, Python",Open
PJ0529,programming,"PHP, Python, Ruby, React",High,1,4250.0,6,$27-$65,"Project requiring expertise in PHP, Python, Ruby, React",Open
PJ0530,design,"UX Design, Figma, Graphic Design",Low,10,5300.0,6,$18-$72,"Project requiring expertise in UX Design, Figma, Graphic Design",Open
PJ0531,programming,"Ruby, JavaScript",Low,4,6800.0,6,$21-$98,"Project requiring expertise in Ruby, JavaScript",Open
PJ0532,marketing,"PPC, Social Media Marketing, Content Marketing, Analytics",Low,8,2200.0,7,$19-$65,"Project requiring expertise in PPC, Social Media Marketing, Content Marketing, Analytics",Completed
PJ0533,writing,"Content Writing, SEO Writing, Copywriting, Blog Writing, Technical Writing",High,12,7000.0,4,$20-$63,"Project requiring expertise in Content Writing, SEO Writing, Copywriting, Blog Writing, Technical Writing",In Progress
PJ0534,writing,"Creative Writing, Content Writing",High,6,2500.0,8,$16-$91,"Project requiring expertise in Creative Writing, Content Writing",Completed
PJ0535,programming,"PHP, Vue.js, Python, Django, Node.js",Medium,6,6450.0,1,$28-$50,"Project requiring expertise in PHP, Vue.js, Python, Django, Node.js",Open
PJ0536,writing,"Copywriting, Creative Writing, Technical Writing",Medium,6,6000.0,2,$27-$42,"Project requiring expertise in Copywriting, Creative Writing, Technical Writing",Completed
PJ0537,design,"UI Design, Logo Design",High,3,2250.0,6,$15-$99,"Project requiring expertise in UI Design, Logo Design",Completed
PJ0538,design,"Photoshop, Logo Design, Figma, Graphic Design, Illustrator",High,6,24500.0,2,$17-$93,"Project requiring expertise in Photoshop, Logo Design, Figma, Graphic Design, Illustrator",In Progress
PJ0539,writing,"Technical Writing, Copywriting",Low,4,7500.0,6,$16-$70,"Project requiring expertise in Technical Writing, Copywriting",Completed
PJ0540,design,"UI Design, Graphic Design, Illustrator, Photoshop",Medium,4,10800.0,5,$30-$67,"Project requiring expertise in UI Design, Graphic Design, Illustrator, Photoshop",Completed
PJ0541,writing,"SEO Writing, Copywriting, Creative Writing, Content Writing",Low,9,6500.0,3,$15-$97,"Project requiring expertise in SEO Writing, Copywriting, Creative Writing, Content Writing",In Progress
PJ0542,writing,"SEO Writing, Blog Writing",Low,6,9000.0,6,$20-$86,"Project requiring expertise in SEO Writing, Blog Writing",In Progress
PJ0543,programming,"PHP, Node.js, Ruby, C++, Angular",High,3,15250.0,1,$30-$89,"Project requiring expertise in PHP, Node.js, Ruby, C++, Angular",Open
PJ0544,design,"Adobe XD, Illustrator, UI Design, Photoshop, Figma",High,10,8250.0,6,$26-$95,"Project requiring expertise in Adobe XD, Illustrator, UI Design, Photoshop, Figma",Open
PJ0545,writing,"Creative Writing, Copywriting",Low,9,8500.0,2,$16-$88,"Project requiring expertise in Creative Writing, Copywriting",Open
PJ0546,design,"Figma, Graphic Design, UI Design, Photoshop",High,1,16000.0,4,$23-$63,"Project requiring expertise in Figma, Graphic Design, UI Design, Photoshop",Completed
PJ0547,writing,"Creative Writing, Content Writing, SEO Writing, Blog Writing, Technical Writing",Low,7,9900.0,8,$29-$97,"Project requiring expertise in Creative Writing, Content Writing, SEO Writing, Blog Writing, Technical Writing",Completed
PJ0548,marketing,"Email Marketing, Digital Marketing, PPC, Social Media Marketing, Analytics",Medium,5,11100.0,3,$16-$95,"Project requiring expertise in Email Marketing, Digital Marketing, PPC, Social Media Marketing, Analytics",In Progress
PJ0549,design,"Figma, UI Design, UX Design, Graphic Design",Medium,9,12450.0,6,$15-$94,"Project requiring expertise in Figma, UI Design, UX Design, Graphic Design",Completed
PJ0550,programming,"Vue.js, Angular, C++, Python",High,6,4750.0,5,$17-$73,"Project requiring expertise in Vue.js, Angular, C++, Python",Completed
PJ0551,marketing,"Digital Marketing, SEO",High,6,4000.0,1,$18-$90,"Project requiring expertise in Digital Marketing, SEO",Completed
PJ0552,programming,"Django, Python",Low,5,900.0,1,$15-$63,"Project requiring expertise in Django, Python",Open
PJ0553,writing,"Technical Writing, Content Writing, SEO Writing, Copywriting",Medium,8,3450.0,3,$16-$79,"Project requiring expertise in Technical Writing, Content Writing, SEO Writing, Copywriting",Open
PJ0554,design,"Graphic Design, UX Design, Figma, Logo Design, UI Design",Low,8,5400.0,2,$21-$94,"Project requiring expertise in Graphic Design, UX Design, Figma, Logo Design, UI Design",Completed
PJ0555,marketing,"Content Marketing, Digital Marketing",Low,1,1700.0,8,$20-$63,"Project requiring expertise in Content Marketing, Digital Marketing",Completed
PJ0556,marketing,"Content Marketing, Email Marketing, PPC, SEO, Social Media Marketing",Medium,4,4200.0,8,$24-$85,"Project requiring expertise in Content Marketing, Email Marketing, PPC, SEO, Social Media Marketing",Completed
PJ0557,design,"Adobe XD, Logo Design",High,10,8250.0,1,$20-$71,"Project requiring expertise in Adobe XD, Logo Design",Open
PJ0558,writing,"Technical Writing, Creative Writing, Content Writing",Medium,10,4650.0,3,$19-$47,"Project requiring expertise in Technical Writing, Creative Writing, Content Writing",In Progress
PJ0559,marketing,"Digital Marketing, Content Marketing",Medium,5,750.0,8,$20-$63,"Project requiring expertise in Digital Marketing, Content Marketing",Completed
PJ0560,writing,"SEO Writing, Copywriting",Medium,7,3300.0,5,$29-$65,"Project requiring expertise in SEO Writing, Copywriting",In Progress
PJ0561,design,"UX Design, UI Design, Figma",High,4,17250.0,4,$30-$63,"Project requiring expertise in UX Design, UI Design, Figma",In Progress
PJ0562,design,"UI Design, Adobe XD, UX Design, Photoshop, Illustrator",Medium,9,8100.0,5,$20-$44,"Project requiring expertise in UI Design, Adobe XD, UX Design, Photoshop, Illustrator",Completed
PJ0563,design,"Graphic Design, Adobe XD, Figma, Illustrator",High,10,1250.0,5,$17-$76,"Project requiring expertise in Graphic Design, Adobe XD, Figma, Illustrator",Open
PJ0564,design,"Logo Design, Illustrator, Photoshop, Figma, Adobe XD",Medium,2,10650.0,3,$17-$68,"Project requiring expertise in Logo Design, Illustrator, Photoshop, Figma, Adobe XD",Completed
PJ0565,programming,"C++, Vue.js, Django, Angular, Node.js",High,11,6250.0,1,$22-$37,"Project requiring expertise in C++, Vue.js, Django, Angular, Node.js",In Progress
PJ0566,programming,"SQL, React",Medium,4,4500.0,1,$19-$87,"Project requiring expertise in SQL, React",Completed
PJ0567,writing,"Copywriting, Content Writing, SEO Writing, Technical Writing, Creative Writing",High,7,6750.0,4,$16-$35,"Project requiring expertise in Copywriting, Content Writing, SEO Writing, Technical Writing, Creative Writing",Completed
PJ0568,marketing,"Social Media Marketing, Email Marketing",Medium,8,750.0,6,$18-$63,"Project requiring expertise in Social Media Marketing, Email Marketing",Completed
PJ0569,programming,"Swift, SQL, Node.js",High,8,18750.0,6,$25-$38,"Project requiring expertise in Swift, SQL, Node.js",Completed
PJ0570,design,"UX Design, Adobe XD, UI Design",High,7,16250.0,8,$24-$98,"Project requiring expertise in UX Design, Adobe XD, UI Design",Completed
PJ0571,writing,"Content Writing, SEO Writing",Low,9,800.0,2,$15-$33,"Project requiring expertise in Content Writing, SEO Writing",Open
PJ0572,writing,"Technical Writing, Blog Writing, Content Writing, Copywriting, SEO Writing",High,8,24250.0,3,$29-$74,"Project requiring expertise in Technical Writing, Blog Writing, Content Writing, Copywriting, SEO Writing",In Progress
PJ0573,design,"Photoshop, Adobe XD, Graphic Design, Illustrator",Medium,8,12000.0,5,$20-$47,"Project requiring expertise in Photoshop, Adobe XD, Graphic Design, Illustrator",In Progress
PJ0574,marketing,"PPC, Email Marketing, SEO, Social Media Marketing, Digital Marketing",Low,10,7400.0,1,$21-$62,"Project requiring expertise in PPC, Email Marketing, SEO, Social Media Marketing, Digital Marketing",In Progress
PJ0575,design,"Logo Design, UX Design",Low,1,5500.0,5,$26-$33,"Project requiring expertise in Logo Design, UX Design",In Progress
PJ0576,programming,"C++, React",High,9,20000.0,6,$22-$33,"Project requiring expertise in C++, React",In Progress
PJ0577,design,"UX Design, Graphic Design, Logo Design, UI Design",Low,8,6600.0,3,$20-$82,"Project requiring expertise in UX Design, Graphic Design, Logo Design, UI Design",In Progress
PJ0578,design,"Graphic Design, UI Design, Adobe XD, Logo Design, UX Design",Low,2,600.0,1,$17-$38,"Project requiring expertise in Graphic Design, UI Design, Adobe XD, Logo Design, UX Design",Completed
PJ0579,design,"Photoshop, Adobe XD, Logo Design",High,1,8250.0,6,$28-$99,"Project requiring expertise in Photoshop, Adobe XD, Logo Design",Completed
PJ0580,design,"UI Design, Adobe XD, Illustrator, Graphic Design, Photoshop",Low,11,6600.0,8,$28-$61,"Project requiring expertise in UI Design, Adobe XD, Illustrator, Graphic Design, Photoshop",Open
PJ0581,marketing,"Social Media Marketing, Content Marketing",Low,3,1000.0,6,$18-$39,"Project requiring expertise in Social Media Marketing, Content Marketing",Open
PJ0582,marketing,"PPC, Social Media Marketing",High,10,23750.0,3,$30-$81,"Project requiring expertise in PPC, Social Media Marketing",Completed
PJ0583,design,"Photoshop, Illustrator",High,8,7500.0,1,$21-$66,"Project requiring expertise in Photoshop, Illustrator",Completed
PJ0584,design,"Adobe XD, Figma",Low,9,7100.0,7,$18-$86,"Project requiring expertise in Adobe XD, Figma",In Progress
PJ0585,writing,"Technical Writing, Content Writing, Copywriting, Creative Writing",High,5,11500.0,3,$29-$82,"Project requiring expertise in Technical Writing, Content Writing, Copywriting, Creative Writing",Completed
PJ0586,marketing,"SEO, Email Marketing",Medium,6,2850.0,5,$30-$91,"Project requiring expertise in SEO, Email Marketing",Open
PJ0587,programming,"JavaScript, Django, Node.js",Low,12,1600.0,3,$18-$100,"Project requiring expertise in JavaScript, Django, Node.js",Open
PJ0588,writing,"Blog Writing, Creative Writing, Technical Writing, SEO Writing",Medium,9,1650.0,5,$25-$96,"Project requiring expertise in Blog Writing, Creative Writing, Technical Writing, SEO Writing",Completed
PJ0589,programming,"Python, React, C++",Medium,10,10800.0,1,$23-$42,"Project requiring expertise in Python, React, C++",Open
PJ0590,marketing,"Email Marketing, Digital Marketing, PPC, Social Media Marketing",Medium,6,12900.0,2,$19-$76,"Project requiring expertise in Email Marketing, Digital Marketing, PPC, Social Media Marketing",Completed
PJ0591,marketing,"Analytics, Content Marketing",Medium,6,4950.0,5,$24-$59,"Project requiring expertise in Analytics, Content Marketing",Open
PJ0592,marketing,"Analytics, Content Marketing, SEO, Digital Marketing",High,9,21750.0,4,$30-$79,"Project requiring expertise in Analytics, Content Marketing, SEO, Digital Marketing",In Progress
PJ0593,programming,"PHP, SQL, Node.js",Medium,9,750.0,1,$24-$77,"Project requiring expertise in PHP, SQL, Node.js",Open
PJ0594,design,"Graphic Design, Logo Design, UI Design, UX Design",High,12,10250.0,7,$27-$98,"Project requiring expertise in Graphic Design, Logo Design, UI Design, UX Design",Completed
PJ0595,programming,"Node.js, Angular",High,2,3500.0,1,$26-$59,"Project requiring expertise in Node.js, Angular",In Progress
PJ0596,programming,"SQL, React, C++, Swift, Angular",Medium,10,2250.0,7,$23-$34,"Project requiring expertise in SQL, React, C++, Swift, Angular",In Progress
PJ0597,programming,"Vue.js, SQL",High,12,17000.0,1,$20-$51,"Project requiring expertise in Vue.js, SQL",In Progress
PJ0598,programming,"Java, JavaScript",High,9,14500.0,5,$24-$42,"Project requiring expertise in Java, JavaScript",In Progress
PJ0599,writing,"Technical Writing, Blog Writing",High,10,5500.0,2,$26-$34,"Project requiring expertise in Technical Writing, Blog Writing",Completed
PJ0600,programming,"Swift, Java, C++, PHP",Low,5,8900.0,5,$29-$66,"Project requiring expertise in Swift, Java, C++, PHP",In Progress
PJ0601,writing,"Technical Writing, SEO Writing",Low,8,4100.0,4,$27-$53,"Project requiring expertise in Technical Writing, SEO Writing",Completed
PJ0602,marketing,"Analytics, Social Media Marketing, Content Marketing, SEO, Digital Marketing",Low,1,7100.0,6,$26-$59,"Project requiring expertise in Analytics, Social Media Marketing, Content Marketing, SEO, Digital Marketing",Open
PJ0603,design,"Photoshop, Logo Design, Figma, Illustrator",Low,7,3200.0,1,$17-$95,"Project requiring expertise in Photoshop, Logo Design, Figma, Illustrator",In Progress
PJ0604,marketing,"Content Marketing, Email Marketing, Social Media Marketing, Digital Marketing",Medium,2,1050.0,3,$16-$54,"Project requiring expertise in Content Marketing, Email Marketing, Social Media Marketing, Digital Marketing",Completed
PJ0605,programming,"SQL, C++, React",Low,9,3700.0,8,$26-$94,"Project requiring expertise in SQL, C++, React",In Progress
PJ0606,marketing,"Digital Marketing, Analytics, Email Marketing, PPC",Low,12,4900.0,2,$15-$54,"Project requiring expertise in Digital Marketing, Analytics, Email Marketing, PPC",In Progress
PJ0607,writing,"Content Writing, Technical Writing, Creative Writing, Copywriting, SEO Writing",Low,10,8900.0,1,$23-$60,"Project requiring expertise in Content Writing, Technical Writing, Creative Writing, Copywriting, SEO Writing",In Progress
